policy,path_id,implementation_shortfall_bps,completion_error,max_constraint_violation
twap,174,2.280193029280113,0.0,0.0
twap,175,12.021820268333434,0.0,0.0
twap,176,35.075614784445534,0.0,0.0
twap,177,-0.555142896482923,0.0,0.0
twap,178,1.7109589961940823,0.0,0.0
twap,179,16.313896199744892,0.0,0.0
twap,180,4.512386837504942,0.0,0.0
twap,181,10.513586405685576,0.0,0.0
twap,182,-3.8896205624544016,0.0,0.0
twap,183,9.399828215377966,0.0,0.0
twap,184,1.7473125953471598,0.0,0.0
twap,185,-5.441238705249096,0.0,0.0
twap,186,-23.736343859342867,0.0,0.0
twap,187,-6.968428807490205,0.0,0.0
twap,188,14.70933683243685,0.0,0.0
twap,189,12.320789517679641,0.0,0.0
twap,190,0.8307789921064701,0.0,0.0
twap,191,-6.229369278424016,0.0,0.0
twap,192,12.573183966637982,0.0,0.0
twap,193,7.587736864253772,0.0,0.0
twap,194,5.976334405838638,0.0,0.0
twap,195,-10.938260818051354,0.0,0.0
twap,196,-1.4324476175397378,0.0,0.0
twap,197,28.214163315933977,0.0,0.0
twap,198,-5.484844025224333,0.0,0.0
twap,199,-8.615531643734917,0.0,0.0
twap,200,-8.289309176976866,0.0,0.0
twap,201,4.788585977020672,0.0,0.0
twap,202,2.452772212342159,0.0,0.0
twap,203,-2.202049729779715,0.0,0.0
twap,204,-17.690195231207213,0.0,0.0
twap,205,3.824784006174217,0.0,0.0
twap,206,-2.471215167456982,0.0,0.0
twap,207,-13.179692711705142,0.0,0.0
twap,208,20.67289628882787,0.0,0.0
twap,209,3.1378671245834595,0.0,0.0
twap,210,0.6489473242118615,0.0,0.0
twap,211,15.979189807007725,0.0,0.0
twap,212,14.102419078618711,0.0,0.0
twap,213,-13.363464346784152,0.0,0.0
twap,214,20.975371199050954,0.0,0.0
twap,215,16.520429508810913,0.0,0.0
twap,216,4.177171303662828,0.0,0.0
twap,217,3.2817183711381372,0.0,0.0
twap,218,17.366152661924357,0.0,0.0
twap,219,3.875005105119062,0.0,0.0
twap,220,-35.91508075119775,0.0,0.0
twap,221,3.4864527495339535,0.0,0.0
twap,222,-3.0827160609654567,0.0,0.0
twap,223,3.294984724642611,0.0,0.0
twap,224,15.55362920108122,0.0,0.0
twap,225,-9.733735612323018,0.0,0.0
twap,226,-8.645589340050606,0.0,0.0
twap,227,-6.506551773954536,0.0,0.0
twap,228,-3.0212786029488274,0.0,0.0
twap,229,1.0866323405241096,0.0,0.0
twap,230,16.946198533909467,0.0,0.0
twap,231,2.173339734216714,0.0,0.0
twap,232,-3.1388386926801704,0.0,0.0
twap,233,5.881376506085866,0.0,0.0
twap,234,-12.430110436691287,0.0,0.0
twap,235,25.411418199266418,0.0,0.0
twap,236,-7.91829093704084,0.0,0.0
twap,237,-2.194197176787667,0.0,0.0
twap,238,-3.405159145753261,0.0,0.0
twap,239,-0.9174442253757333,0.0,0.0
twap,240,8.012069427300947,0.0,0.0
twap,241,19.225456749296015,0.0,0.0
twap,242,-21.772027409447606,0.0,0.0
twap,243,1.903486270738309,0.0,0.0
twap,244,-6.08308356795784,0.0,0.0
twap,245,-5.533286737091404,0.0,0.0
twap,246,0.5548623926383123,0.0,0.0
twap,247,-8.118519778936804,0.0,0.0
twap,248,-13.315255870544162,0.0,0.0
twap,249,0.7905100521448717,0.0,0.0
twap,250,9.560841343545563,0.0,0.0
twap,251,13.743754446984191,0.0,0.0
twap,252,-14.156501737397797,0.0,0.0
twap,253,5.207439491611586,0.0,0.0
twap,254,19.482073025189553,0.0,0.0
twap,255,5.61585326071676,0.0,0.0
twap,256,2.8766639703716526,0.0,0.0
twap,257,-4.427443616726366,0.0,0.0
twap,258,-13.036128569018445,0.0,0.0
twap,259,-8.441872365704096,0.0,0.0
twap,260,14.895370479764244,0.0,0.0
twap,261,-6.19766774149465,0.0,0.0
twap,262,-11.492923165241542,0.0,0.0
twap,263,-13.415949514025343,0.0,0.0
twap,264,3.4706445317852412,0.0,0.0
twap,265,4.73650027673154,0.0,0.0
twap,266,15.840163126266617,0.0,0.0
twap,267,-4.119965034900481,0.0,0.0
twap,268,12.439213161289997,0.0,0.0
twap,269,26.78860888266449,0.0,0.0
twap,270,-1.9145884599324097,0.0,0.0
twap,271,-1.4345908517226942,0.0,0.0
twap,272,9.227958956451602,0.0,0.0
twap,273,-13.625789852200919,0.0,0.0
twap,274,0.3115262028747476,0.0,0.0
twap,275,-1.377843787327689,0.0,0.0
twap,276,16.655882045852856,0.0,0.0
twap,277,-3.695001549893766,0.0,0.0
twap,278,6.323310056974768,0.0,0.0
twap,279,-18.464786738455572,0.0,0.0
twap,280,11.33172827414439,0.0,0.0
twap,281,-2.742765973018416,0.0,0.0
twap,282,-8.037147851535547,0.0,0.0
twap,283,1.7834630766555073,0.0,0.0
twap,284,-3.9882556286205,0.0,0.0
twap,285,5.894736040349016,0.0,0.0
twap,286,17.966785514312978,0.0,0.0
twap,287,-6.440364823817467,0.0,0.0
twap,288,16.356763017029703,0.0,0.0
twap,289,11.903848700401394,0.0,0.0
twap,290,11.59450026125739,0.0,0.0
twap,291,1.9555154257133682,0.0,0.0
