candidate,baseline,paths,mean_difference_bps,difference_ci_low_bps,difference_ci_high_bps,fraction_candidate_lower_cost
static_ac,twap,1200,0.17229402443318775,-0.04609397313731477,0.3842953798675029,0.4741666666666667
regime_aware_mpc,twap,1200,0.17140592705326183,-0.06796954125541912,0.37970978258593757,0.47333333333333333
regime_aware_mpc,static_ac,1200,-0.0008880973799259625,-0.0028818234070352206,0.001074692097764216,0.5116666666666667
oracle_mpc,regime_aware_mpc,1200,-0.005540507354370742,-0.012377764045446604,0.0007358257431309508,0.5133333333333333
