path_id,t,posterior_stress,regime_true,predicted_stress
939,7,0.5337192312876585,0,1
939,8,0.2542029579384065,0,0
939,9,0.004817060680703985,0,0
939,10,0.030319903696383283,0,0
939,11,0.015549124559521102,0,0
939,12,0.003000522179471552,0,0
939,13,0.0005375120117923388,0,0
940,1,0.07192333033220646,0,0
940,2,0.002844102388169167,0,0
940,3,0.00824003551317763,0,0
940,4,0.48792365916935637,0,0
940,5,0.2884706230119699,0,0
940,6,0.009205005595641207,0,0
940,7,0.0012302919964730904,0,0
940,8,0.10829084512084179,0,0
940,9,0.006392778948476288,0,0
940,10,0.8336579853637829,1,1
940,11,0.9979174741973613,1,1
940,12,0.9982197820382117,1,1
940,13,0.9998539920366926,1,1
941,1,0.9913765586014428,1,1
941,2,0.3591545542720141,1,0
941,3,0.9998725867424489,1,1
941,4,0.9985221973257195,1,1
941,5,0.9996919967013771,1,1
941,6,0.9994085263704249,1,1
941,7,0.9989916328777955,1,1
941,8,0.9999999994959712,1,1
941,9,0.9719026576015252,1,1
941,10,0.9993825776174803,1,1
941,11,0.9999999260161784,1,1
941,12,0.9957442406800434,1,1
941,13,0.8012101724457216,0,1
942,1,0.05696594686414751,0,0
942,2,0.008692143387941479,0,0
942,3,0.003250916828879182,0,0
942,4,0.003116397694218618,0,0
942,5,0.0006848338325346221,0,0
942,6,0.028659833818930336,0,0
942,7,0.012130657292745392,0,0
942,8,0.002536634182603483,0,0
942,9,0.0028514362948917,0,0
942,10,0.001593606484194645,0,0
942,11,0.017368367135184856,0,0
942,12,0.06559024745317667,0,0
942,13,0.07136543367814366,0,0
943,1,0.02842707670930898,0,0
943,2,0.03327810019635892,0,0
943,3,0.006681683616002852,0,0
943,4,0.12537870799504788,1,0
943,5,0.09570904431214816,1,0
943,6,0.9921327414891941,1,1
943,7,0.6499895539049192,0,1
943,8,0.04481265461294086,0,0
943,9,0.001517932656732977,0,0
943,10,0.09365244403988161,0,0
943,11,0.033433644939447726,0,0
943,12,0.0019355174953777931,0,0
943,13,0.021896314860051454,0,0
944,1,0.05508882715551436,0,0
944,2,0.0014894064398240999,0,0
944,3,0.0007015876894083139,0,0
944,4,0.008194195916719653,0,0
944,5,0.8550883151862377,1,1
944,6,0.9999885760089251,1,1
944,7,0.9897600108354193,1,1
944,8,0.9999626112347375,1,1
944,9,0.9869592324996466,1,1
944,10,0.34841852483823293,0,0
944,11,0.0579483077772454,0,0
944,12,0.03857789807376204,0,0
944,13,0.024030203378725395,0,0
945,1,0.03470188091667736,0,0
945,2,0.002011669564395758,0,0
945,3,0.10577058125693325,1,0
945,4,0.02612831552431192,0,0
945,5,0.012737596152400043,0,0
945,6,0.21605190423565698,0,0
945,7,0.008937680949907972,0,0
945,8,0.08649384640959304,0,0
945,9,0.0034922411584045253,0,0
945,10,0.01019638488267873,0,0
945,11,0.0067926714395212286,0,0
945,12,0.0005045422555489649,0,0
945,13,0.0018363532794138065,0,0
946,1,0.9796489023753339,1,1
946,2,0.6132029940861033,1,1
946,3,0.177483753623317,1,0
946,4,0.03706379400585786,0,0
946,5,0.006218443815059715,0,0
946,6,0.008692627916007866,0,0
946,7,0.003799169120425618,0,0
946,8,0.0005286997948206745,0,0
946,9,0.004262413057808297,0,0
946,10,0.001413679404873178,0,0
946,11,0.0034997095634821005,0,0
946,12,0.0029498779685410083,0,0
946,13,0.006036280453276323,0,0
947,1,0.010193894127226752,0,0
947,2,0.00451858396314803,0,0
947,3,0.2133660220662952,0,0
947,4,0.05221583978837679,0,0
947,5,0.0027802325541970096,0,0
947,6,0.10547670220518007,0,0
947,7,0.0031340804975401333,0,0
947,8,0.0014458759488989545,0,0
947,9,0.0008938181622452756,0,0
947,10,0.0026958534854633286,0,0
947,11,0.01789767495448368,0,0
947,12,0.093672058699306,0,0
947,13,0.03901689190276229,0,0
948,1,0.11936426553225477,1,0
948,2,0.09328483246057122,1,0
948,3,0.9497482659434915,1,1
948,4,0.9967371544094407,1,1
948,5,0.8287058285471183,0,1
948,6,0.732342994654527,0,1
948,7,0.999559499137932,1,1
948,8,0.999867221668727,1,1
948,9,0.43570467111808325,1,0
948,10,0.009132457783344027,0,0
948,11,0.2274284625204605,0,0
948,12,0.019101821158988848,0,0
948,13,0.0009621468317417653,0,0
949,1,0.10961148397961551,0,0
949,2,0.010114403785802457,0,0
949,3,0.010263594303398182,0,0
949,4,0.038915247711276676,0,0
949,5,0.007838911193772256,0,0
949,6,0.006992543431339271,0,0
949,7,0.013557550410884823,0,0
949,8,0.09121417132240711,0,0
949,9,0.011768861178207671,0,0
949,10,0.02703523070847187,0,0
949,11,0.015000023611262367,0,0
949,12,0.0017529101166939315,0,0
949,13,0.0059385190686025175,0,0
950,1,0.042904556393545026,0,0
950,2,0.005558532249157486,0,0
950,3,0.01590823832705529,0,0
950,4,0.005990951599328157,0,0
950,5,0.004715885560399972,0,0
950,6,0.0009677402296183104,0,0
950,7,0.023362174414922544,0,0
950,8,0.04311308472657428,0,0
950,9,0.005506843345734061,0,0
950,10,0.000993832150402202,0,0
950,11,0.001995430541700611,0,0
950,12,0.014031962057163382,0,0
950,13,0.7591163959920528,1,1
951,1,0.020888896105054684,0,0
951,2,0.019992783909170222,0,0
951,3,0.03723282948884706,0,0
951,4,0.010305419352943624,0,0
951,5,0.006479099564871683,0,0
951,6,0.005384060492330584,0,0
951,7,0.02240740210671787,0,0
951,8,0.02617427115947558,0,0
951,9,0.0007905711573768128,0,0
951,10,0.9991788577747905,1,1
951,11,0.8432007158986213,1,1
951,12,0.6889181949991736,1,1
951,13,0.9907405327813326,1,1
952,1,0.007804183384691982,0,0
952,2,0.011153031822565218,0,0
952,3,0.4275012086004474,0,0
952,4,0.038398643785086305,0,0
952,5,0.006564542322100281,0,0
952,6,0.09623173462147501,0,0
952,7,0.024135268558521387,0,0
952,8,0.007990017685083634,0,0
952,9,0.001461051513239509,0,0
952,10,0.02194064266123192,0,0
952,11,0.010011498413978496,0,0
952,12,0.0006905317503377732,0,0
952,13,0.016736448769850643,0,0
953,1,0.9613538676995423,1,1
953,2,0.031562836916691706,0,0
953,3,0.0010222646025461126,0,0
953,4,0.004258955720922019,0,0
953,5,0.014395002095485896,0,0
953,6,0.0032351318131268385,0,0
953,7,0.008552127847851655,0,0
953,8,0.019181789710346266,0,0
953,9,0.007990574055253772,0,0
953,10,0.0007204190789812559,0,0
953,11,0.00045179949384661845,0,0
953,12,0.000809258169502293,0,0
953,13,0.0035665184970130014,0,0
954,1,0.010185381008805481,0,0
954,2,0.05684369878579103,0,0
954,3,0.007090051481064477,0,0
954,4,0.021848904997023393,0,0
954,5,0.04876822189955459,0,0
954,6,0.0019642049963469743,0,0
954,7,0.008548875736009943,0,0
954,8,0.0010485348248429251,0,0
954,9,0.010829833635988441,0,0
954,10,0.0005897379859870598,0,0
954,11,0.016314975785127785,0,0
954,12,0.0037850762706386556,0,0
954,13,0.0025908264578144275,0,0
955,1,0.9909209573189756,1,1
955,2,0.9978995471272347,1,1
955,3,0.9998683666252496,1,1
955,4,0.9998301931450556,1,1
955,5,0.9788867105083764,1,1
955,6,0.9999987831138585,1,1
955,7,0.9974802082916076,1,1
955,8,0.9998719189720278,1,1
955,9,0.9976412962182951,1,1
955,10,0.9999965577842772,1,1
955,11,0.5355467051228824,0,1
955,12,0.022996909949874113,0,0
955,13,0.027676352599812503,0,0
956,1,0.08717742158791222,0,0
956,2,0.0030439048696068623,0,0
956,3,0.005216014272541643,0,0
956,4,0.012615427970192421,0,0
956,5,0.07235899046611174,1,0
956,6,0.22990253678142392,1,0
956,7,0.9976976776178336,1,1
956,8,0.6409439481174178,0,1
956,9,0.031518963557398284,0,0
956,10,0.0011860498204137285,0,0
956,11,0.004213240962549266,0,0
956,12,0.0021923696987120197,0,0
956,13,0.6325058912691903,1,1
957,1,0.011249362466972175,0,0
957,2,0.06631902198654084,0,0
957,3,0.004248365871916985,0,0
957,4,0.00577640624598565,0,0
957,5,0.0071035209037681795,0,0
957,6,0.0058624041423445475,0,0
957,7,0.0043579287547304245,0,0
957,8,0.01357259552583396,0,0
957,9,0.027463818270908453,0,0
957,10,0.03338094211599921,0,0
957,11,0.004526174832291893,0,0
957,12,0.0015333053804399727,0,0
957,13,0.0004720984890834742,0,0
958,1,0.6099522233158624,0,1
958,2,0.06076790458113333,0,0
958,3,0.015271981898274486,0,0
958,4,0.0018276551117367903,0,0
958,5,0.00303708736130028,0,0
958,6,0.002444402274083479,0,0
958,7,0.010757300728909963,0,0
958,8,0.04844223574102897,0,0
958,9,0.0014083054474253356,0,0
958,10,0.024543429182219897,0,0
958,11,0.009665385899109303,0,0
958,12,0.0039375770558884035,0,0
958,13,0.008488648452924857,0,0
959,1,0.09807558934841859,0,0
959,2,0.0020710971079990754,0,0
959,3,0.02200338959381744,0,0
959,4,0.02750933960394531,0,0
959,5,0.0005434675896625263,0,0
959,6,0.0018863890494110187,0,0
959,7,0.0010490310455613188,0,0
959,8,0.01025087162680712,0,0
959,9,0.005607399797632825,0,0
959,10,0.007702949138821624,0,0
959,11,0.007959935075593241,0,0
959,12,0.014514038530847184,0,0
959,13,0.0025758326335192636,0,0
960,1,0.2497813281470678,0,0
960,2,0.2638643402170923,0,0
960,3,0.023229099495055684,0,0
960,4,0.16699990655214508,0,0
960,5,0.0630617515475764,0,0
960,6,0.007587036638986723,0,0
960,7,0.03650225601598534,0,0
960,8,0.003459829887260414,0,0
960,9,0.009152151718654633,0,0
960,10,0.047489436160945926,0,0
960,11,0.004860351412232801,0,0
960,12,0.022015286050377864,0,0
960,13,0.00903734272389972,0,0
961,1,0.0045262242896846085,0,0
961,2,0.47751838339355546,0,0
961,3,0.6403244239675713,1,1
961,4,0.062339925896236936,0,0
961,5,0.03517888526465544,0,0
961,6,0.011265009012062158,0,0
961,7,0.004427742183080139,0,0
961,8,0.022479542187005857,0,0
961,9,0.01618807296472971,0,0
961,10,0.0035061063387504116,0,0
961,11,0.0009784116322342803,0,0
961,12,0.012224872923729688,0,0
961,13,0.002291488584642374,0,0
962,1,0.1297403219202141,0,0
962,2,0.016584824909308786,0,0
962,3,0.0015362028473478607,0,0
962,4,0.009273329479323878,0,0
962,5,0.24741185087491133,0,0
962,6,0.04752881934169626,0,0
962,7,0.0199019500878016,0,0
962,8,0.003671592500695515,0,0
962,9,0.0004902482987283785,0,0
962,10,0.0008488687824097674,0,0
962,11,0.0009903548165324976,0,0
962,12,0.012037721736839955,0,0
962,13,0.0034549340276475685,0,0
963,1,0.9902775713068929,1,1
963,2,0.9999884628940178,1,1
963,3,0.7228979173278153,1,1
963,4,0.28481865813256807,1,0
963,5,0.9842306441279449,1,1
963,6,0.9998594764656292,1,1
963,7,0.7941453988110719,1,1
963,8,0.9858110017666359,1,1
963,9,0.9866560178991451,1,1
963,10,0.525711719363258,1,1
963,11,0.7900850656682123,1,1
